Claude row-opening h5 → where the gold puts the same-text heading; pages scanned 1963

== ALL — Claude row-open h5: 728
  NOT-IN-GOLD → [('ARFUN02', 'ARFUN02_0_0.html', 'think about how you clap or walk in patterns sometimes you w'), ('ARFUN02', 'ARFUN02_0_0.html', 'when you listen to music if it feels like its moving quickly'), ('ARFUN02', 'ARFUN02_0_0.html', 'when you listen to music notice when the sound gets louder o'), ('ARFUN02', 'ARFUN02_0_0.html', 'tempo can be fast like a racing car or slow like a turtle cr')]
  gold h4 inline after p → [('ARFUN02', 'ARFUN02_0_0.html', 'how to understand it'), ('ARFUN02', 'ARFUN02_0_0.html', 'give it a try clapping rhythms'), ('ARFUN02', 'ARFUN02_0_0.html', 'what is it'), ('ARFUN02', 'ARFUN02_0_0.html', 'how to understand it')]
  gold h4 inline after list → [('ARFUN02', 'ARFUN02_0_0.html', 'step 3 picture this whakaahuatia'), ('ARFUN05', 'ARFUN05_0_0.html', 'tableau and freeze frames'), ('ENG1005', 'ENG1005_0_0.html', 'what is a studied text'), ('HPFUN101', 'HPFUN101_0_0.html', 'circles all around us')]
  gold h4 row-open → [('ARFUN02', 'ARFUN02_0_0.html', 'harmonic contrast'), ('ARFUN05', 'ARFUN05_0_0.html', 'voice projection articulation and volume'), ('ARFUN05', 'ARFUN05_0_0.html', 'give it a try posture and movements'), ('ARFUN05', 'ARFUN05_0_0.html', 'voice pace and pause')]
  gold h3 deep → [('ARFUN02', 'ARFUN02_0_0.html', 'inversion flipping the music upside down'), ('ENFUN07', 'ENFUN07_0_0.html', 'the filling'), ('ENFUN07', 'ENFUN07_0_0.html', 'the bottom bun'), ('XFUN01', 'XFUN01_0_0.html', 'make it less tiring')]
  gold h4 inline after video → [('ARFUN05', 'ARFUN05_0_0.html', 'give it a try tone and expression'), ('ARFUN05', 'ARFUN05_0_0.html', 'mime'), ('ARFUN05', 'ARFUN05_0_0.html', 'chorus'), ('XFUN01', 'XFUN01_0_0.html', 'be my hands')]
  gold h4 inline after row → [('ARFUN05', 'ARFUN05_0_0.html', 'body and movement rhythm and pace'), ('MXFU402', 'MXFU402_3_0.html', 'hei tama t tama instructions')]
  gold h3 nested:activity → [('ARFUN05', 'ARFUN05_0_0.html', 'activity stage directions'), ('BLL150', 'BLL150_0_0.html', 'long words'), ('ENFUN01', 'ENFUN01_0_0.html', 'lets revise'), ('MXFL104', 'MXFL104_3_0.html', 'practise matching times that show half past')]
  gold h5 nested:activity → [('BLL160', 'BLL160_0_0.html', 'voiceless th words'), ('MXFU402', 'MXFU402_6_0.html', 'pie chart'), ('MXFU402', 'MXFU402_6_0.html', 'bar graph')]
  gold h3 inline after h2 → [('CEDK102', 'CEDK102_0_0.html', 'why do people take photos'), ('CEDK102', 'CEDK102_0_0.html', 'using a camera')]
  gold h4 inline after img → [('CEDK102', 'CEDK102_0_0.html', 'crop'), ('ENGI400', 'ENGI400_3_0.html', 'there are a few ways to contact your kaiako'), ('MXFL104', 'MXFL104_3_0.html', 'quarter past'), ('MXFL201', 'MXFL201_8_0.html', 'dine out at a restaurant')]
  gold h2 inline after row → [('CEDK102', 'CEDK102_0_0.html', 'avatar or selfie')]
  gold h2 row-open → [('CEDW201', 'CEDW201_0_0.html', 'introduction'), ('EXBP901', 'EXBP901_3_0.html', 'whakamana agency'), ('EXIP901', 'EXIP901_4_0.html', 'whakamana agency')]
  gold h3 inline after p → [('CEDW201', 'CEDW201_0_0.html', 'what are concrete poems'), ('ENFUN05', 'ENFUN05_0_0.html', 'introducing colons semicolons and parentheses'), ('ENFUN08', 'ENFUN08_0_0.html', 'rhyme'), ('ENG1005', 'ENG1005_0_0.html', 'two key terms')]
  gold h4 inline after br → [('ENFUN01', 'ENFUN01_0_0.html', 'why are they doing it')]
  gold h4 nested:alert → [('ENFUN02', 'ENFUN02_0_0.html', 'in summary'), ('ENFUN03', 'ENFUN03_0_0.html', 'in summary'), ('ENFUN03', 'ENFUN03_0_0.html', 'in summary'), ('ENFUN03', 'ENFUN03_0_0.html', 'in summary')]
  gold h4 nested:activity → [('ENFUN05', 'ENFUN05_0_0.html', 'with punctuation'), ('ENGI405', 'ENGI405_5_0.html', 'click here to see why'), ('ENGS401', 'ENGS401_5_0.html', 'judges scorecard'), ('HIS1005', 'HIS1005_2_0.html', 'the question of sovereignty')]
  gold h5 inline after p → [('ENFUN09', 'ENFUN09_0_0.html', 'reflection'), ('ENFUN09', 'ENFUN09_0_0.html', 'reflection'), ('ENGI202', 'ENGI202_4_0.html', 'jack and the beanstalk'), ('ENGI202', 'ENGI202_4_0.html', 'the monkey and the crocodile')]
  gold h5 inline after h3 → [('ENFUN09', 'ENFUN09_0_0.html', 'brainstorm')]
  gold h5 row-open → [('ENFUN09', 'ENFUN09_0_0.html', 'organise your ideas and map your writing'), ('ENGI202', 'ENGI202_1_0.html', 'congratulations on finishing lesson one in the next lesson y'), ('ENGI202', 'ENGI202_2_0.html', 'congratulations on finishing lesson two in the next lesson y'), ('ENGI202', 'ENGI202_4_0.html', 'aesops fables')]
  gold h5 inline after col → [('ENFUN09', 'ENFUN09_0_0.html', 'structure your ideas')]
  gold h4 inline after alert → [('ENG1004', 'ENG1004_0_0.html', 'how to present your learning'), ('XLP02', 'XLP02_5_0.html', 'benefits for writing')]
  gold h4 inline after h3 → [('ENG1005', 'ENG1005_0_0.html', 'what is an aspect'), ('ENGS401', 'ENGS401_4_0.html', 'no words needed')]
  gold h4 col-open → [('ENG1007', 'ENG1007_0_0.html', 'what is an aspect')]
  gold h2 inline after WIDGET → [('ENGFUN02', 'ENGFUN02_1_0.html', 'canted angle')]
  gold h5 nested:alert → [('ENGI102', 'ENGI102_10_0.html', 'aesops fables'), ('ENGJ402', 'ENGJ402_3_0.html', 'a note on rhythm schemes'), ('ENGJ402', 'ENGJ402_5_0.html', 'a note on imagery metaphor and symbolism'), ('ENGJ402', 'ENGJ402_5_0.html', 'have a go')]
  gold h4 inline after div → [('ENGI400', 'ENGI400_3_0.html', 'this or that being the audience'), ('ENGI400', 'ENGI400_3_0.html', 'this or that being the creator'), ('ENGI400', 'ENGI400_3_0.html', 'optional gaming')]
