pairs 1956; position-free ratio mean 72.912 % (the gate's difflib ratio is at most this; the gap is the ORDER loss)
total skeleton lines: gold 229189 / claude 197157; EXTRA lines (claude over gold, per page) 46236; MISSING lines (gold over claude) 78268

==== EXTRA — labels Claude ships more of than the gold on the same page (sum of per-page excess) ====
 excess  pages  mods gold-tot  cl-tot  label  |  where
   4823   1146   367    14711   17587  div.col-12.col-md-8  |  template=Standard 3392 (0.70); subject=1-10 Mathematics 792 (0.16); template=Fundamentals 738 (0.15); subject=NCEA1 670 (0.14)
   4222    815   319    27000   26045  div.row  |  template=Standard 3053 (0.72); subject=1-10 Mathematics 725 (0.17); subject=NCEA1 724 (0.17); template=Fundamentals 670 (0.16)
   3376    620   268    26777   24457  p  |  template=Standard 2327 (0.69); subject=1-10 Mathematics 661 (0.20); template=Fundamentals 580 (0.17); subject=NCEA1 489 (0.14)
   2009    660   287     3960    4660  b  |  template=Standard 1390 (0.69); subject=1-10 Mathematics 315 (0.16); template=Fundamentals 289 (0.14); subject=Leaving to Learn 258 (0.13)
   1961    645   298     9651    8250  ┌ 2× repeated:  |  template=Standard 1384 (0.71); subject=1-10 Blended Literacy 267 (0.14); subject=1-10 Mathematics 265 (0.14); subject=NCEA1 259 (0.13)
   1538    507   230     9167    8166  div.col-12  |  template=Standard 1189 (0.77); subject=Leaving to Learn 303 (0.20); subject=1-10 Mathematics 299 (0.19); subject=NCEA1 198 (0.13)
   1384    452   229    11627   10918  li  |  template=Standard 954 (0.69); subject=NCEA1 238 (0.17); subject=Leaving to Learn 238 (0.17); template=Fundamentals 210 (0.15)
   1199    556   261     3350    3315  a  |  template=Standard 862 (0.72); subject=Leaving to Learn 206 (0.17); subject=1-10 Mathematics 193 (0.16); template=Inquiry 184 (0.15)
   1168    355   191     2361    2682  h5  |  template=Standard 602 (0.52); template=Fundamentals 342 (0.29); subject=1-10 English 230 (0.20); template=Inquiry 203 (0.17)
   1119    549   203     1484    2013  iframe  |  template=Standard 823 (0.74); subject=1-10 Mathematics 267 (0.24); subject=NCEA1 226 (0.20); subject=1-10 English 179 (0.16)
   1061    372   182     1181    1622  tr  |  template=Standard 822 (0.77); subject=1-10 Mathematics 246 (0.23); subject=ConnectED 196 (0.18); subject=NCEA1 142 (0.13)
    889    534   297     8146    6584  WIDGET  |  template=Standard 686 (0.77); subject=Leaving to Learn 156 (0.18); subject=1-10 English 134 (0.15); template=Fundamentals 127 (0.14)
    889    359   178    10961    8942  h3  |  template=Standard 710 (0.80); subject=1-10 Mathematics 184 (0.21); subject=Leaving to Learn 159 (0.18); subject=NCEA1 151 (0.17)
    888    319   168     1468    1397  td  |  template=Standard 689 (0.78); subject=1-10 Mathematics 210 (0.24); subject=ConnectED 180 (0.20); subject=NCEA1 124 (0.14)
    852    406   210     1251    1636  i  |  template=Standard 721 (0.85); subject=1-10 English 167 (0.20); subject=NCEA1 154 (0.18); subject=1-10 Mathematics 147 (0.17)
    848    424   224     3673    3045  ┌ 3× repeated:  |  template=Standard 612 (0.72); subject=1-10 Mathematics 190 (0.22); subject=NCEA1 156 (0.18); template=Fundamentals 132 (0.16)
